UID,WID,Understand,attempt,time,distance,averageSpeed,maxSpeed,maxStopTime,stopcount,xUTurnCount,yUTurnCount,thinkingTime,answeringTime,maxDDTime,DDCount,maxDDIntervalTime,totalDDIntervalTime
90910004,61,3,1,49343,7943.23,0.16098,6011.94,7152,5,32,27,6463,42880,1073,16,5313,26523
90910004,67,3,1,31395,6984.86,0.222483,6467.85,1112,2,25,29,11138,20257,1384,10,3296,12038
90910004,68,4,1,19825,5364.13,0.270574,4596.14,375,0,20,17,3713,16112,713,9,2199,10000
90910004,76,2,1,70180,11039.9,0.157308,10562,4456,12,34,31,5332,64848,2233,14,15745,52086
90910004,89,3,1,34390,7247.76,0.210752,6896.71,2334,2,24,22,5990,28400,899,12,8366,21125
90910004,92,4,1,50008,9635.15,0.192672,8403.66,7832,4,38,38,10345,39663,2537,16,4518,25453
90910004,99,4,1,26181,4892.57,0.186875,4521.48,1385,4,16,14,4917,21264,514,8,9711,16406
90910004,127,2,1,84236,15774,0.187259,14629.6,2040,8,41,40,20661,63575,3112,18,8207,37896
90910004,129,3,1,28095,5486.12,0.19527,4642.11,2992,3,14,15,5325,22770,658,9,7588,16574
90910004,138,2,1,40334,6085.85,0.150886,5401.41,11024,4,21,18,2302,38032,1394,9,15248,29352
90910004,139,2,1,40096,7551.25,0.188329,7181.48,7092,4,34,30,4272,35824,1114,15,3653,21214
90910004,141,2,1,61049,9376.15,0.153584,8864.5,3405,11,39,38,8505,52544,1857,19,10358,39548
90910004,143,4,1,15744,3516.21,0.223336,3083.09,376,0,13,12,1807,13937,657,7,4046,9360
90910004,147,4,1,35986,6047.08,0.16804,5209.6,2408,5,21,24,11481,24505,1411,11,6391,17057
90910004,160,3,1,114579,11147.5,0.0972911,10754.4,4836,14,27,32,4158,110421,11906,13,54928,78779
90910004,161,3,1,134867,18195.9,0.134918,16341.7,8547,13,47,73,3652,131215,1130,27,25477,107903
90910004,162,4,1,15956,4044.26,0.253463,2573.24,1256,1,14,17,2460,13496,466,7,2504,6897
90910004,176,4,1,27543,5227.61,0.189798,4695.02,1669,2,19,12,2502,25041,2969,9,3391,15591
90910004,181,3,1,43200,6300.52,0.145845,3029.62,2088,8,28,24,1560,41640,1056,10,10487,34519
90910004,184,2,1,64907,6077.86,0.0936395,4385.68,8504,8,21,15,3035,61872,2147,9,25991,43057
90910004,186,3,1,67316,9445.44,0.140315,8148.79,2198,9,33,36,3788,63528,2857,17,8984,41514
90910004,191,4,1,20349,5393.04,0.265027,3199.55,473,0,19,13,4804,15545,713,8,1727,7575
90910034,22,4,1,14133,3546.91,0.250967,2425.42,573,1,9,8,1717,12416,1057,7,1159,4697
90910034,32,4,1,17639,4289.3,0.243171,3708.28,537,2,12,10,3094,14545,1552,8,2071,7235
90910034,45,3,1,38736,5846.37,0.150929,4831.86,3693,10,23,16,4744,33992,1353,9,13382,24838
90910034,46,3,1,37457,6468.38,0.172688,5390.1,7815,5,12,14,10337,27120,1488,10,3784,15168
90910034,54,4,1,34672,6259.17,0.180525,5130.45,1055,3,17,13,9586,25086,1526,10,2984,11028
90910034,58,2,1,62581,6623.21,0.105834,5566.34,1478,6,21,18,3725,58856,3329,9,26031,44817
90910034,59,2,1,53553,6337.09,0.118333,4688.33,13047,7,23,20,7267,46286,2328,12,13552,33281
90910034,60,2,1,46104,5692.89,0.123479,4680.68,10798,9,17,17,6008,40096,2977,16,2263,14673
90910034,61,4,1,19632,4150.42,0.211411,3747.45,735,1,13,12,7184,12448,936,9,1560,6158
90910034,67,4,1,18627,3721.02,0.199765,2618.79,1173,1,14,9,6450,12177,1065,7,1367,4233
90910034,68,3,1,52678,7144.05,0.135617,6738.59,5518,9,19,14,3872,48806,2586,11,16366,31453
90910034,76,2,1,46104,5367.18,0.116415,4934.56,2799,15,15,18,13209,32895,4202,10,6199,17078
90910034,89,3,1,53866,7934,0.147291,4373.16,4144,10,21,20,6930,46936,1738,11,18277,35178
90910034,92,2,1,89846,9807.71,0.109161,8232.53,8695,15,25,22,6225,83621,3639,12,19925,63502
90910034,99,2,1,138045,6207.12,0.0449644,5760.41,4735,5,20,12,9159,128886,5578,11,80815,113642
90910034,127,3,1,61162,8082.96,0.132157,7151.12,13218,13,24,22,23097,38065,3361,15,3703,16640
90910034,129,3,1,33659,5991.5,0.178006,3389.75,3167,8,18,18,4785,28874,1912,9,4263,12959
90910034,138,3,1,40534,7961.04,0.196404,6930.48,2268,5,20,16,5550,34984,3080,11,7624,22945
90910034,139,2,1,76461,10987.4,0.143699,10652.5,5687,10,32,24,10541,65920,13320,18,12048,32393
90910034,141,3,1,39080,6398.84,0.163737,4535.38,5743,10,18,19,11217,27863,1768,10,2567,12169
90910034,143,3,1,32055,8288.53,0.258572,6878.87,693,4,25,20,2087,29968,2000,12,4903,16003
90910034,147,3,1,90586,8858.67,0.0977929,8464.58,8096,13,29,20,27763,62823,2689,13,25743,49097
90910034,160,2,1,85145,13409.5,0.15749,11480.3,3002,10,39,32,8083,77062,2321,21,18576,55598
90910034,161,2,1,111867,23711.3,0.21196,22541.4,3543,22,54,66,9747,102120,1856,23,20311,80416
90910034,162,4,1,12969,3166.67,0.244172,2561.32,712,1,12,10,4385,8584,1424,7,889,3256
90910034,176,3,1,31833,6101.96,0.191687,4729.41,1752,3,20,13,3256,28577,2640,10,7631,15903
90910034,181,2,1,73824,12223.7,0.165579,11582.4,3822,10,33,33,4304,69520,8976,18,11815,40084
90910034,184,2,1,99220,14238.1,0.1435,12130.3,6810,26,45,34,3389,95831,4327,15,28719,56996
90910034,186,2,1,64850,8828.16,0.136132,6002.78,7503,5,21,18,8371,56479,4745,9,15736,26107
90910034,191,4,1,31943,6785.94,0.212439,6324.44,1396,9,14,18,6161,25782,1369,11,6478,14502
90910038,22,4,1,14554,3734.22,0.256577,1284.9,904,2,13,12,2150,12404,793,7,1618,5482
90910038,32,4,1,18634,3953.2,0.21215,1945.65,726,1,12,9,814,17820,788,9,2089,8911
90910038,45,3,1,36262,6098.76,0.168186,2867.27,3599,20,20,17,2302,33960,1197,10,7721,23112
90910038,46,4,1,18636,4664.15,0.250277,666.762,1500,3,11,12,7204,11432,800,7,1292,4913
90910038,54,3,1,39799,7259.93,0.182415,4552.62,4017,28,33,27,3893,35906,1193,13,4867,23360
90910038,58,3,1,27760,5732.61,0.206506,4095.79,932,4,16,12,2713,25047,981,10,5555,14571
90910038,59,3,1,61265,6632.44,0.108258,6177.97,2956,26,34,18,5293,55972,3323,18,8701,38681
90910038,60,2,1,94811,10892.8,0.11489,8063.8,8250,45,35,27,3027,91784,4340,15,20093,67498
90910038,61,4,1,21292,4621,0.21703,2227.5,976,2,19,9,4878,16414,786,10,2192,7791
90910038,67,4,1,17062,2562.39,0.150181,1570.12,3149,8,13,5,5471,11591,836,8,880,4649
90910038,68,4,1,22313,5146.05,0.23063,1803.06,1119,3,13,10,3761,18552,841,9,3395,8971
90910038,76,3,1,46440,5947.47,0.128068,4895.23,3067,26,17,12,2485,43955,3252,9,8185,28863
90910038,89,4,1,30419,6038.1,0.198498,3677.78,906,6,18,16,4729,25690,880,10,2662,10483
90910038,92,3,1,39729,5171.56,0.130171,3325.64,2020,16,18,17,5124,34605,1112,9,6849,23944
90910038,99,4,1,23169,4144.5,0.178881,1581.2,1866,5,12,5,5188,17981,1102,8,1353,7453
90910038,127,2,1,65884,15046.4,0.228378,13533.5,3192,24,41,26,9995,55889,1860,15,8931,37543
90910038,129,4,1,37895,9229.77,0.243562,7628.95,1202,5,23,21,5051,32844,1844,11,2232,13470
90910038,138,3,1,21772,4371.91,0.200804,2110.7,870,4,13,9,2916,18856,1347,9,3483,9816
90910038,139,3,1,56999,8354.81,0.146578,2688.51,3198,14,30,17,3579,53420,1345,12,24822,44378
90910038,141,3,1,59145,10839.7,0.183274,8633.36,1941,10,26,29,5504,53641,4285,14,4543,28420
90910038,143,4,1,11898,2798.99,0.235249,2267.97,311,0,9,8,1958,9940,1040,7,1362,4296
90910038,147,2,1,278482,29707.6,0.106677,28223.5,7433,161,85,70,7889,270593,5676,25,84193,214591
90910038,160,3,1,37965,6921.13,0.182303,5536.75,2413,8,21,14,3893,34072,1270,12,6968,23167
90910038,161,3,1,62049,7618.16,0.122777,6480.65,3660,22,18,13,5670,56379,1958,11,22042,45682
90910038,162,4,1,15299,3485.21,0.227807,2283.25,2584,5,11,6,2721,12578,534,7,3079,6891
90910038,176,4,1,19291,4254.44,0.22054,3470.8,1046,4,13,13,814,18477,828,9,5215,11956
90910038,181,4,1,28832,4912.3,0.170377,3598.99,640,2,18,9,1948,26884,1277,9,7305,13996
90910038,184,3,1,42197,5406.7,0.12813,3785.02,1806,15,20,11,3529,38668,2292,9,4902,20439
90910038,186,3,1,51796,7555.35,0.145867,5880.85,2214,18,27,17,4291,47505,3194,10,9224,25080
90910038,191,3,1,59584,11873.5,0.199273,7225.31,2083,6,46,32,10083,49501,3107,14,10179,29799
